img_id,ty,mod,orig_id,sdir_id,coord_z,coord_y,coord_x
inj_2388,inj,real,LIDC-IDRI-0229,4,49,195,130
inj_2389,inj,real,LIDC-IDRI-0229,4,34,351,145
inj_239,inj,real,LIDC-IDRI-0129,2,140,191,166
inj_2390,inj,real,LIDC-IDRI-0230,4,58,244,109
inj_2391,inj,real,LIDC-IDRI-0230,4,54,173,175
inj_2393,inj,real,LIDC-IDRI-0232,3,45,312,117
inj_2394,inj,real,LIDC-IDRI-0232,3,80,233,198
inj_2395,inj,real,LIDC-IDRI-0233,9,42,353,158
inj_2396,inj,real,LIDC-IDRI-0233,9,51,331,307
inj_2399,inj,real,LIDC-IDRI-0236,2,71,305,245
inj_24,inj,real,LIDC-IDRI-0012,3000561,49,199,340
inj_2400,inj,real,LIDC-IDRI-0237,2,74,293,117
inj_2402,inj,real,LIDC-IDRI-0240,4,74,301,108
inj_2403,inj,real,LIDC-IDRI-0240,4,64,212,354
inj_2404,inj,real,LIDC-IDRI-0240,4,69,206,368
inj_2405,inj,real,LIDC-IDRI-0241,4,198,332,68
inj_2406,inj,real,LIDC-IDRI-0241,4,198,369,341
inj_2409,inj,real,LIDC-IDRI-0241,4,189,390,128
inj_241,inj,real,LIDC-IDRI-0129,2,166,320,349
inj_2411,inj,real,LIDC-IDRI-0244,2,64,200,386
inj_2412,inj,real,LIDC-IDRI-0245,2,57,379,128
inj_2413,inj,real,LIDC-IDRI-0247,6,45,275,146
inj_2416,inj,real,LIDC-IDRI-0251,2,55,304,159
inj_2417,inj,real,LIDC-IDRI-0254,4,63,197,129
inj_2418,inj,real,LIDC-IDRI-0254,4,43,261,124
inj_2419,inj,real,LIDC-IDRI-0254,4,70,375,418
inj_242,inj,real,LIDC-IDRI-0129,2,126,369,361
inj_2420,inj,real,LIDC-IDRI-0255,3,78,346,180
inj_2421,inj,real,LIDC-IDRI-0255,3,44,204,388
inj_2422,inj,real,LIDC-IDRI-0256,4,72,367,128
inj_2423,inj,real,LIDC-IDRI-0256,4,85,389,201
inj_2424,inj,real,LIDC-IDRI-0258,2,42,353,374
inj_2425,inj,real,LIDC-IDRI-0260,2,26,249,120
inj_2428,inj,real,LIDC-IDRI-0267,2,19,261,205
inj_2429,inj,real,LIDC-IDRI-0268,4,50,162,188
inj_243,inj,real,LIDC-IDRI-0130,5582,182,310,370
inj_2430,inj,real,LIDC-IDRI-0269,4,105,371,170
inj_2431,inj,real,LIDC-IDRI-0270,3,56,238,337
inj_2432,inj,real,LIDC-IDRI-0271,103,65,297,388
inj_2433,inj,real,LIDC-IDRI-0272,6,38,386,205
inj_2434,inj,real,LIDC-IDRI-0273,2,75,252,86
inj_2435,inj,real,LIDC-IDRI-0273,2,87,290,124
inj_2436,inj,real,LIDC-IDRI-0275,2,80,365,121
inj_2437,inj,real,LIDC-IDRI-0276,3,61,159,178
inj_2438,inj,real,LIDC-IDRI-0278,2,126,336,161
inj_2439,inj,real,LIDC-IDRI-0278,2,82,213,161
inj_244,inj,real,LIDC-IDRI-0131,3000694,76,340,393
inj_2440,inj,real,LIDC-IDRI-0280,2,45,283,122
inj_2443,inj,real,LIDC-IDRI-0282,2,62,321,107
inj_2446,inj,real,LIDC-IDRI-0284,4,23,278,285
inj_2447,inj,real,LIDC-IDRI-0284,4,53,159,202
inj_2448,inj,real,LIDC-IDRI-0285,4,72,366,377
inj_2449,inj,real,LIDC-IDRI-0286,2,99,274,371
inj_245,inj,real,LIDC-IDRI-0132,3163,54,408,131
inj_2450,inj,real,LIDC-IDRI-0286,2,45,216,346
inj_2451,inj,real,LIDC-IDRI-0287,6,32,245,204
inj_2452,inj,real,LIDC-IDRI-0288,2,165,376,332
inj_2454,inj,real,LIDC-IDRI-0289,4,59,251,394
inj_2455,inj,real,LIDC-IDRI-0289,4,90,308,353
inj_2456,inj,real,LIDC-IDRI-0290,2,27,354,148
inj_2457,inj,real,LIDC-IDRI-0290,2,45,308,375
inj_2458,inj,real,LIDC-IDRI-0290,2,41,359,215
inj_2459,inj,real,LIDC-IDRI-0291,2,189,281,175
inj_246,inj,real,LIDC-IDRI-0132,3163,35,420,140
inj_2460,inj,real,LIDC-IDRI-0292,30796,301,342,408
inj_2461,inj,real,LIDC-IDRI-0294,3000019,80,415,87
inj_2463,inj,real,LIDC-IDRI-0297,1530,352,395,328
inj_2464,inj,real,LIDC-IDRI-0298,3000663,51,335,173
inj_2465,inj,real,LIDC-IDRI-0298,3000663,41,237,193
inj_2466,inj,real,LIDC-IDRI-0298,3000663,58,282,223
inj_2468,inj,real,LIDC-IDRI-0298,3000663,108,276,311
inj_2469,inj,real,LIDC-IDRI-0298,3000663,38,284,370
inj_247,inj,real,LIDC-IDRI-0132,3163,17,346,235
inj_2471,inj,real,LIDC-IDRI-0299,31061,88,263,231
inj_2473,inj,real,LIDC-IDRI-0299,31061,84,323,153
inj_2475,inj,real,LIDC-IDRI-0300,3000658,199,149,76
inj_2476,inj,real,LIDC-IDRI-0301,30805,346,328,154
inj_2477,inj,real,LIDC-IDRI-0301,30805,296,172,168
inj_2478,inj,real,LIDC-IDRI-0302,30773,191,355,178
inj_248,inj,real,LIDC-IDRI-0132,3163,16,370,162
inj_2480,inj,real,LIDC-IDRI-0305,2,61,148,257
inj_2481,inj,real,LIDC-IDRI-0305,2,52,349,188
inj_2483,inj,real,LIDC-IDRI-0309,3000284,117,122,370
inj_2484,inj,real,LIDC-IDRI-0309,3000284,14,261,376
inj_2486,inj,real,LIDC-IDRI-0309,3000284,23,312,201
inj_2488,inj,real,LIDC-IDRI-0312,2,134,196,424
inj_2489,inj,real,LIDC-IDRI-0312,2,199,384,99
inj_249,inj,real,LIDC-IDRI-0132,3163,34,342,147
inj_2490,inj,real,LIDC-IDRI-0315,5416,18,319,295
inj_2491,inj,real,LIDC-IDRI-0315,5416,48,158,146
inj_2492,inj,real,LIDC-IDRI-0315,5416,36,320,130
inj_2493,inj,real,LIDC-IDRI-0315,5416,42,369,335
inj_25,inj,real,LIDC-IDRI-0012,3000561,49,175,331
inj_250,inj,real,LIDC-IDRI-0132,5418,37,373,181
inj_2502,inj,real,LIDC-IDRI-0319,3000030,155,224,453
inj_2503,inj,real,LIDC-IDRI-0320,3000044,137,241,463
inj_2504,inj,real,LIDC-IDRI-0320,3000044,88,249,143
inj_2505,inj,real,LIDC-IDRI-0321,2,83,270,357
inj_2506,inj,real,LIDC-IDRI-0321,2,95,292,377
inj_2507,inj,real,LIDC-IDRI-0321,2,134,390,155
inj_252,inj,real,LIDC-IDRI-0132,5418,33,418,141
inj_254,inj,real,LIDC-IDRI-0132,5418,14,359,314
inj_255,inj,real,LIDC-IDRI-0132,5418,52,401,130
inj_257,inj,real,LIDC-IDRI-0135,3,61,174,119
inj_258,inj,real,LIDC-IDRI-0135,3,36,280,378
inj_259,inj,real,LIDC-IDRI-0135,3,60,345,197
inj_26,inj,real,LIDC-IDRI-0012,3000561,50,193,366
inj_260,inj,real,LIDC-IDRI-0135,3,67,245,108
inj_261,inj,real,LIDC-IDRI-0135,3,22,211,329
inj_262,inj,real,LIDC-IDRI-0136,3133,17,260,311
inj_263,inj,real,LIDC-IDRI-0136,3133,65,336,201
inj_266,inj,real,LIDC-IDRI-0136,3133,73,354,173
inj_267,inj,real,LIDC-IDRI-0136,3133,30,202,329
inj_268,inj,real,LIDC-IDRI-0137,3,115,395,338
inj_269,inj,real,LIDC-IDRI-0139,3000692,64,291,367
inj_272,inj,real,LIDC-IDRI-0141,5606,51,358,169
inj_273,inj,real,LIDC-IDRI-0142,5593,140,337,135
inj_275,inj,real,LIDC-IDRI-0142,5593,85,206,364
inj_277,inj,real,LIDC-IDRI-0144,3000703,96,223,408
inj_278,inj,real,LIDC-IDRI-0145,3000668,51,246,391
inj_279,inj,real,LIDC-IDRI-0145,3000668,87,358,186
inj_28,inj,real,LIDC-IDRI-0012,3000561,57,205,319
inj_281,inj,real,LIDC-IDRI-0147,3313,95,393,120
inj_283,inj,real,LIDC-IDRI-0147,3313,85,409,147
inj_285,inj,real,LIDC-IDRI-0147,3313,105,315,114
inj_286,inj,real,LIDC-IDRI-0147,3313,88,365,98
inj_288,inj,real,LIDC-IDRI-0149,4,72,186,402
inj_289,inj,real,LIDC-IDRI-0149,4,45,374,231
inj_29,inj,real,LIDC-IDRI-0012,3000561,45,379,167
inj_291,inj,real,LIDC-IDRI-0149,4,51,292,381
inj_292,inj,real,LIDC-IDRI-0149,4,63,403,368
inj_293,inj,real,LIDC-IDRI-0149,4,90,412,334
inj_294,inj,real,LIDC-IDRI-0149,4,71,403,158
inj_295,inj,real,LIDC-IDRI-0149,4,93,401,211
inj_296,inj,real,LIDC-IDRI-0150,3185,38,214,186
inj_297,inj,real,LIDC-IDRI-0154,3112,79,297,209
inj_298,inj,real,LIDC-IDRI-0155,3000645,68,243,170
inj_299,inj,real,LIDC-IDRI-0157,3000697,78,316,418
inj_3,inj,real,LIDC-IDRI-0005,3000548,56,403,132
inj_30,inj,real,LIDC-IDRI-0012,3000561,83,210,140
inj_302,inj,real,LIDC-IDRI-0158,3000737,122,265,113
inj_304,inj,real,LIDC-IDRI-0159,3,66,220,124
inj_305,inj,real,LIDC-IDRI-0160,3,68,342,418
inj_306,inj,real,LIDC-IDRI-0160,3,89,320,124
inj_307,inj,real,LIDC-IDRI-0161,2,178,349,402
inj_309,inj,real,LIDC-IDRI-0161,2,212,373,170
inj_31,inj,real,LIDC-IDRI-0012,3000561,75,221,395
inj_310,inj,real,LIDC-IDRI-0162,2,59,251,425
inj_311,inj,real,LIDC-IDRI-0164,2,115,323,344
inj_312,inj,real,LIDC-IDRI-0164,2,132,290,400
inj_313,inj,real,LIDC-IDRI-0164,2,99,277,408
inj_314,inj,real,LIDC-IDRI-0164,2,136,370,212
inj_315,inj,real,LIDC-IDRI-0164,2,68,252,344
inj_316,inj,real,LIDC-IDRI-0164,2,125,347,335
inj_317,inj,real,LIDC-IDRI-0164,2,173,308,243
inj_318,inj,real,LIDC-IDRI-0165,2,13,310,182
inj_319,inj,real,LIDC-IDRI-0167,2,83,180,75
inj_32,inj,real,LIDC-IDRI-0012,3000561,61,221,370
inj_320,inj,real,LIDC-IDRI-0167,2,72,152,381
inj_321,inj,real,LIDC-IDRI-0167,2,29,273,387
inj_323,inj,real,LIDC-IDRI-0168,2,166,234,124
inj_326,inj,real,LIDC-IDRI-0171,3,53,289,375
inj_329,inj,real,LIDC-IDRI-0171,3,42,185,157
inj_33,inj,real,LIDC-IDRI-0012,3000561,62,176,163
inj_331,inj,real,LIDC-IDRI-0173,3,69,359,89
inj_333,inj,real,LIDC-IDRI-0176,2,42,245,176
inj_334,inj,real,LIDC-IDRI-0176,2,130,362,140
inj_335,inj,real,LIDC-IDRI-0177,3,45,341,139
inj_337,inj,real,LIDC-IDRI-0179,2,23,291,207
inj_338,inj,real,LIDC-IDRI-0179,2,33,327,177
inj_339,inj,real,LIDC-IDRI-0179,2,53,279,138
inj_340,inj,real,LIDC-IDRI-0179,2,35,279,108
inj_342,inj,real,LIDC-IDRI-0179,2,37,343,309
inj_343,inj,real,LIDC-IDRI-0179,2,23,363,198
inj_344,inj,real,LIDC-IDRI-0179,2,28,348,161
inj_346,inj,real,LIDC-IDRI-0180,2,51,255,180
inj_347,inj,real,LIDC-IDRI-0181,3,62,224,185
inj_348,inj,real,LIDC-IDRI-0181,3,60,378,392
inj_35,inj,real,LIDC-IDRI-0016,3000580,32,288,146
inj_350,inj,real,LIDC-IDRI-0182,3,78,371,166
inj_355,inj,real,LIDC-IDRI-0185,8,78,336,240
inj_356,inj,real,LIDC-IDRI-0185,8,68,183,137
inj_357,inj,real,LIDC-IDRI-0185,8,99,307,115
inj_358,inj,real,LIDC-IDRI-0186,3,29,213,145
inj_359,inj,real,LIDC-IDRI-0186,3,62,130,344
inj_36,inj,real,LIDC-IDRI-0016,3000580,45,199,384
inj_360,inj,real,LIDC-IDRI-0187,2,62,190,338
inj_361,inj,real,LIDC-IDRI-0187,2,47,337,153
inj_362,inj,real,LIDC-IDRI-0187,2,49,313,387
inj_363,inj,real,LIDC-IDRI-0188,4,53,207,165
inj_365,inj,real,LIDC-IDRI-0188,4,22,397,321
inj_367,inj,real,LIDC-IDRI-0188,4,38,357,372
inj_368,inj,real,LIDC-IDRI-0188,4,60,441,193
inj_369,inj,real,LIDC-IDRI-0188,4,61,445,186
inj_37,inj,real,LIDC-IDRI-0016,3000580,51,347,435
inj_370,inj,real,LIDC-IDRI-0188,4,23,323,151
inj_372,inj,real,LIDC-IDRI-0192,2,168,283,406
inj_373,inj,real,LIDC-IDRI-0192,2,170,252,341
inj_375,inj,real,LIDC-IDRI-0192,2,81,329,237
inj_376,inj,real,LIDC-IDRI-0192,2,128,356,153
inj_377,inj,real,LIDC-IDRI-0193,3,52,168,177
inj_378,inj,real,LIDC-IDRI-0198,2,103,302,103
inj_379,inj,real,LIDC-IDRI-0199,2,86,200,396
inj_38,inj,real,LIDC-IDRI-0017,3000613,76,342,318
inj_380,inj,real,LIDC-IDRI-0199,2,179,264,428
inj_381,inj,real,LIDC-IDRI-0199,2,149,372,336
inj_382,inj,real,LIDC-IDRI-0200,6,57,198,131
inj_383,inj,real,LIDC-IDRI-0200,6,71,190,129
inj_384,inj,real,LIDC-IDRI-0201,4,95,340,308
inj_385,inj,real,LIDC-IDRI-0201,4,51,291,414
inj_386,inj,real,LIDC-IDRI-0201,4,37,339,316
inj_387,inj,real,LIDC-IDRI-0201,4,23,323,315
inj_388,inj,real,LIDC-IDRI-0201,4,75,355,189
inj_389,inj,real,LIDC-IDRI-0201,4,37,231,408
inj_391,inj,real,LIDC-IDRI-0202,4,70,312,79
inj_392,inj,real,LIDC-IDRI-0203,4,106,338,314
inj_393,inj,real,LIDC-IDRI-0206,102,41,260,212
inj_395,inj,real,LIDC-IDRI-0206,102,196,254,440
inj_396,inj,real,LIDC-IDRI-0207,2,63,227,393
inj_397,inj,real,LIDC-IDRI-0208,4,69,155,211
inj_399,inj,real,LIDC-IDRI-0208,4,37,228,108
inj_40,inj,real,LIDC-IDRI-0018,3000550,47,232,384
inj_400,inj,real,LIDC-IDRI-0210,2,34,213,193
inj_401,inj,real,LIDC-IDRI-0211,2,115,209,388
inj_402,inj,real,LIDC-IDRI-0212,2,20,265,305
inj_403,inj,real,LIDC-IDRI-0215,100,72,327,390
inj_404,inj,real,LIDC-IDRI-0215,100,140,350,400
inj_405,inj,real,LIDC-IDRI-0215,100,114,365,388
inj_406,inj,real,LIDC-IDRI-0215,100,103,397,299
inj_407,inj,real,LIDC-IDRI-0216,5,54,290,116
inj_408,inj,real,LIDC-IDRI-0216,5,79,345,118
inj_409,inj,real,LIDC-IDRI-0222,4,54,331,144
inj_410,inj,real,LIDC-IDRI-0223,2,75,215,304
inj_411,inj,real,LIDC-IDRI-0227,4,61,179,383
inj_413,inj,real,LIDC-IDRI-0229,4,48,205,140
inj_414,inj,real,LIDC-IDRI-0229,4,33,361,155
inj_416,inj,real,LIDC-IDRI-0230,4,53,183,185
inj_417,inj,real,LIDC-IDRI-0231,4,77,329,136
inj_418,inj,real,LIDC-IDRI-0232,3,44,322,127
inj_419,inj,real,LIDC-IDRI-0232,3,79,243,208
inj_42,inj,real,LIDC-IDRI-0021,3000570,99,291,395
inj_420,inj,real,LIDC-IDRI-0233,9,41,363,168
inj_421,inj,real,LIDC-IDRI-0233,9,50,341,317
inj_424,inj,real,LIDC-IDRI-0236,2,70,315,255
inj_426,inj,real,LIDC-IDRI-0237,2,75,208,191
inj_427,inj,real,LIDC-IDRI-0240,4,73,311,118
inj_429,inj,real,LIDC-IDRI-0240,4,68,216,378
inj_43,inj,real,LIDC-IDRI-0024,3000557,81,139,370
inj_430,inj,real,LIDC-IDRI-0241,4,197,342,78
inj_431,inj,real,LIDC-IDRI-0241,4,197,379,351
inj_432,inj,real,LIDC-IDRI-0241,4,193,212,84
inj_434,inj,real,LIDC-IDRI-0241,4,188,400,138
inj_435,inj,real,LIDC-IDRI-0243,4,73,398,200
inj_436,inj,real,LIDC-IDRI-0244,2,63,210,396
inj_437,inj,real,LIDC-IDRI-0245,2,56,389,138
inj_438,inj,real,LIDC-IDRI-0247,6,44,285,156
inj_44,inj,real,LIDC-IDRI-0024,3000557,46,369,336
inj_440,inj,real,LIDC-IDRI-0250,2,44,308,393
inj_441,inj,real,LIDC-IDRI-0251,2,54,314,169
inj_442,inj,real,LIDC-IDRI-0254,4,62,207,139
inj_444,inj,real,LIDC-IDRI-0254,4,69,385,428
inj_445,inj,real,LIDC-IDRI-0255,3,77,356,190
inj_446,inj,real,LIDC-IDRI-0255,3,43,214,398
inj_447,inj,real,LIDC-IDRI-0256,4,71,377,138
inj_449,inj,real,LIDC-IDRI-0258,2,41,363,384
inj_45,inj,real,LIDC-IDRI-0025,3000524,41,305,200
inj_450,inj,real,LIDC-IDRI-0260,2,25,259,130
inj_451,inj,real,LIDC-IDRI-0263,4,49,162,177
inj_452,inj,real,LIDC-IDRI-0264,2,165,369,305
inj_453,inj,real,LIDC-IDRI-0267,2,18,271,215
inj_454,inj,real,LIDC-IDRI-0268,4,49,172,198
inj_455,inj,real,LIDC-IDRI-0269,4,104,381,180
inj_457,inj,real,LIDC-IDRI-0271,103,64,307,398
inj_458,inj,real,LIDC-IDRI-0272,6,37,396,215
inj_459,inj,real,LIDC-IDRI-0273,2,74,262,96
inj_46,inj,real,LIDC-IDRI-0026,3000519,168,311,101
inj_460,inj,real,LIDC-IDRI-0273,2,86,300,134
inj_461,inj,real,LIDC-IDRI-0275,2,79,375,131
inj_462,inj,real,LIDC-IDRI-0276,3,60,169,188
inj_463,inj,real,LIDC-IDRI-0278,2,125,346,171
inj_464,inj,real,LIDC-IDRI-0278,2,81,223,171
inj_465,inj,real,LIDC-IDRI-0280,2,44,293,132
inj_466,inj,real,LIDC-IDRI-0281,6,69,422,328
inj_468,inj,real,LIDC-IDRI-0282,2,61,331,117
inj_469,inj,real,LIDC-IDRI-0283,3,35,271,315
inj_47,inj,real,LIDC-IDRI-0026,3000519,96,200,390
inj_470,inj,real,LIDC-IDRI-0284,4,76,343,112
inj_471,inj,real,LIDC-IDRI-0284,4,22,288,295
inj_472,inj,real,LIDC-IDRI-0284,4,52,169,212
inj_473,inj,real,LIDC-IDRI-0285,4,71,376,387
inj_475,inj,real,LIDC-IDRI-0286,2,44,226,356
inj_476,inj,real,LIDC-IDRI-0287,6,31,255,214
inj_477,inj,real,LIDC-IDRI-0288,2,164,386,342
inj_478,inj,real,LIDC-IDRI-0288,2,159,371,332
inj_479,inj,real,LIDC-IDRI-0289,4,58,261,404
inj_48,inj,real,LIDC-IDRI-0027,3000614,50,209,117
inj_480,inj,real,LIDC-IDRI-0289,4,89,318,363
inj_481,inj,real,LIDC-IDRI-0290,2,26,364,158
inj_482,inj,real,LIDC-IDRI-0290,2,44,318,385
inj_483,inj,real,LIDC-IDRI-0290,2,40,369,225
inj_485,inj,real,LIDC-IDRI-0292,30796,300,352,418
inj_486,inj,real,LIDC-IDRI-0294,3000019,79,425,97
inj_489,inj,real,LIDC-IDRI-0298,3000663,50,345,183
inj_49,inj,real,LIDC-IDRI-0027,3000614,42,268,334
inj_490,inj,real,LIDC-IDRI-0298,3000663,40,247,203
inj_491,inj,real,LIDC-IDRI-0298,3000663,57,292,233
inj_492,inj,real,LIDC-IDRI-0298,3000663,78,327,297
inj_493,inj,real,LIDC-IDRI-0298,3000663,107,286,321
inj_494,inj,real,LIDC-IDRI-0298,3000663,37,294,380
inj_495,inj,real,LIDC-IDRI-0299,31061,173,287,108
inj_497,inj,real,LIDC-IDRI-0299,31061,150,321,231
inj_498,inj,real,LIDC-IDRI-0299,31061,83,333,163
inj_5,inj,real,LIDC-IDRI-0006,3000556,79,345,196
inj_50,inj,real,LIDC-IDRI-0027,3000614,15,298,163
inj_500,inj,real,LIDC-IDRI-0300,3000658,198,159,86
inj_501,inj,real,LIDC-IDRI-0301,30805,345,338,164
inj_503,inj,real,LIDC-IDRI-0302,30773,190,365,188
inj_504,inj,real,LIDC-IDRI-0305,2,109,363,114
inj_507,inj,real,LIDC-IDRI-0308,32236,283,220,415
inj_508,inj,real,LIDC-IDRI-0309,3000284,116,132,380
inj_509,inj,real,LIDC-IDRI-0309,3000284,13,271,386
inj_51,inj,real,LIDC-IDRI-0027,3000614,50,370,296
inj_513,inj,real,LIDC-IDRI-0312,2,133,206,434
inj_514,inj,real,LIDC-IDRI-0312,2,198,394,109
inj_515,inj,real,LIDC-IDRI-0315,5416,17,329,305
inj_517,inj,real,LIDC-IDRI-0315,5416,35,330,140
inj_518,inj,real,LIDC-IDRI-0315,5416,41,379,345
inj_52,inj,real,LIDC-IDRI-0027,3000614,21,340,327
inj_526,inj,real,LIDC-IDRI-0318,1785,211,269,59
inj_527,inj,real,LIDC-IDRI-0319,3000030,154,234,463
inj_528,inj,real,LIDC-IDRI-0320,3000044,136,251,473
inj_529,inj,real,LIDC-IDRI-0320,3000044,87,259,153
inj_53,inj,real,LIDC-IDRI-0030,3000576,37,370,232
inj_530,inj,real,LIDC-IDRI-0321,2,82,280,367
inj_533,inj,real,LIDC-IDRI-0323,3000036,45,368,226
inj_534,inj,real,LIDC-IDRI-0323,3000036,40,355,225
inj_535,inj,real,LIDC-IDRI-0323,3000036,44,158,125
inj_536,inj,real,LIDC-IDRI-0324,3000000,36,338,356
inj_538,inj,real,LIDC-IDRI-0326,2,169,305,421
inj_539,inj,real,LIDC-IDRI-0326,2,172,300,425
inj_54,inj,real,LIDC-IDRI-0030,3000576,69,311,417
inj_540,inj,real,LIDC-IDRI-0328,31206,280,301,92
inj_541,inj,real,LIDC-IDRI-0328,31206,194,212,444
inj_545,inj,real,LIDC-IDRI-0332,30078,64,313,105
inj_546,inj,real,LIDC-IDRI-0332,30078,43,338,127
inj_547,inj,real,LIDC-IDRI-0332,30078,63,299,104
inj_549,inj,real,LIDC-IDRI-0334,3226,36,339,110
inj_551,inj,real,LIDC-IDRI-0334,3226,55,278,408
inj_553,inj,real,LIDC-IDRI-0334,3226,54,215,138
inj_555,inj,real,LIDC-IDRI-0334,3226,66,264,58
inj_556,inj,real,LIDC-IDRI-0335,30054,197,381,135
inj_557,inj,real,LIDC-IDRI-0335,30054,194,375,130
inj_558,inj,real,LIDC-IDRI-0335,30054,226,315,448
inj_559,inj,real,LIDC-IDRI-0335,30054,218,356,113
inj_561,inj,real,LIDC-IDRI-0338,30059,138,342,117
inj_564,inj,real,LIDC-IDRI-0341,2,166,308,432
inj_566,inj,real,LIDC-IDRI-0341,2,138,171,97
inj_567,inj,real,LIDC-IDRI-0341,2,113,397,295
inj_568,inj,real,LIDC-IDRI-0341,2,171,230,56
inj_57,inj,real,LIDC-IDRI-0031,3000608,77,339,372
inj_572,inj,real,LIDC-IDRI-0344,1780,142,367,130
inj_573,inj,real,LIDC-IDRI-0344,1780,333,220,55
inj_574,inj,real,LIDC-IDRI-0345,3000635,190,269,328
inj_575,inj,real,LIDC-IDRI-0345,3000635,129,285,84
inj_576,inj,real,LIDC-IDRI-0346,5487,36,395,327
inj_58,inj,real,LIDC-IDRI-0033,3000546,31,327,388
inj_580,inj,real,LIDC-IDRI-0347,5403,47,163,239
inj_581,inj,real,LIDC-IDRI-0347,5403,55,173,397
inj_582,inj,real,LIDC-IDRI-0348,30086,77,321,390
inj_586,inj,real,LIDC-IDRI-0351,3000037,39,138,117
inj_588,inj,real,LIDC-IDRI-0352,30061,74,279,104
inj_589,inj,real,LIDC-IDRI-0353,2,153,181,149
inj_59,inj,real,LIDC-IDRI-0034,3000516,168,271,460
inj_590,inj,real,LIDC-IDRI-0353,2,176,343,145
inj_591,inj,real,LIDC-IDRI-0355,5512,66,150,169
inj_592,inj,real,LIDC-IDRI-0356,3000294,101,333,82
inj_594,inj,real,LIDC-IDRI-0356,3000294,46,220,119
inj_595,inj,real,LIDC-IDRI-0356,3000294,117,266,70
inj_596,inj,real,LIDC-IDRI-0356,3000294,128,229,463
inj_598,inj,real,LIDC-IDRI-0356,3000294,119,387,438
inj_599,inj,real,LIDC-IDRI-0356,3000294,79,294,434
inj_6,inj,real,LIDC-IDRI-0006,3000556,65,338,397
inj_60,inj,real,LIDC-IDRI-0035,3000582,18,345,304
inj_602,inj,real,LIDC-IDRI-0358,5924,175,237,161
inj_603,inj,real,LIDC-IDRI-0358,5924,180,128,364
inj_604,inj,real,LIDC-IDRI-0358,5924,238,100,381
inj_605,inj,real,LIDC-IDRI-0358,5924,252,308,187
inj_606,inj,real,LIDC-IDRI-0358,5924,244,148,421
inj_607,inj,real,LIDC-IDRI-0358,5924,236,177,306
inj_608,inj,real,LIDC-IDRI-0358,5924,262,328,125
inj_61,inj,real,LIDC-IDRI-0036,3000521,83,353,187
inj_610,inj,real,LIDC-IDRI-0360,5395,168,251,201
inj_611,inj,real,LIDC-IDRI-0360,5395,122,200,171
inj_612,inj,real,LIDC-IDRI-0362,3000048,59,232,410
inj_613,inj,real,LIDC-IDRI-0363,2,150,199,114
inj_615,inj,real,LIDC-IDRI-0367,31518,279,340,381
inj_618,inj,real,LIDC-IDRI-0370,30298,281,323,421
inj_619,inj,real,LIDC-IDRI-0370,30298,286,124,140
inj_620,inj,real,LIDC-IDRI-0371,30847,360,307,468
inj_621,inj,real,LIDC-IDRI-0372,2,169,265,425
inj_622,inj,real,LIDC-IDRI-0372,2,200,361,188
inj_623,inj,real,LIDC-IDRI-0373,30711,283,341,79
inj_624,inj,real,LIDC-IDRI-0374,2,109,198,183
inj_626,inj,real,LIDC-IDRI-0374,2,139,317,86
inj_627,inj,real,LIDC-IDRI-0375,30472,237,188,162
inj_628,inj,real,LIDC-IDRI-0375,30472,221,185,179
inj_629,inj,real,LIDC-IDRI-0376,31038,354,347,418
inj_63,inj,real,LIDC-IDRI-0038,3000554,80,266,429
inj_630,inj,real,LIDC-IDRI-0376,31038,381,146,134
inj_631,inj,real,LIDC-IDRI-0377,30970,82,328,359
inj_633,inj,real,LIDC-IDRI-0379,5469,62,363,105
inj_635,inj,real,LIDC-IDRI-0379,5469,62,336,407
inj_636,inj,real,LIDC-IDRI-0379,5469,57,408,336
inj_637,inj,real,LIDC-IDRI-0380,3000012,59,195,136
inj_639,inj,real,LIDC-IDRI-0380,3000012,84,291,98
inj_64,inj,real,LIDC-IDRI-0039,3000517,158,272,150
inj_641,inj,real,LIDC-IDRI-0384,30918,44,302,200
inj_643,inj,real,LIDC-IDRI-0384,30918,127,306,392
inj_644,inj,real,LIDC-IDRI-0386,30781,243,304,131
inj_645,inj,real,LIDC-IDRI-0386,30781,198,333,194
inj_646,inj,real,LIDC-IDRI-0386,30781,147,224,164
inj_648,inj,real,LIDC-IDRI-0386,30781,389,369,140
inj_649,inj,real,LIDC-IDRI-0386,30781,116,233,394
inj_650,inj,real,LIDC-IDRI-0387,5486,38,292,361
inj_651,inj,real,LIDC-IDRI-0388,3000685,110,214,101
inj_653,inj,real,LIDC-IDRI-0388,3000685,57,298,94
inj_654,inj,real,LIDC-IDRI-0388,3000685,184,365,94
inj_655,inj,real,LIDC-IDRI-0390,5437,62,201,101
inj_656,inj,real,LIDC-IDRI-0390,5437,63,344,197
inj_657,inj,real,LIDC-IDRI-0390,5437,38,366,138
inj_658,inj,real,LIDC-IDRI-0390,5437,35,184,196
inj_66,inj,real,LIDC-IDRI-0039,3000517,117,372,243
inj_662,inj,real,LIDC-IDRI-0393,30887,185,370,311
inj_67,inj,real,LIDC-IDRI-0039,3000517,162,306,156
inj_671,inj,real,LIDC-IDRI-0395,5488,72,254,443
inj_672,inj,real,LIDC-IDRI-0395,5488,81,249,161
inj_675,inj,real,LIDC-IDRI-0397,31211,168,305,125
inj_676,inj,real,LIDC-IDRI-0397,31211,92,264,126
